Age,Gender,Experience,Salary,Performance_Score,Job_Satisfaction,Overtime,Work_Hours,Remote_Work,Training_Hours,Projects,Promotion_Last_5Yrs,Manager_Rating,Sick_Leaves,Years_At_Company,Previous_Experience,Salary_Per_Experience,Workload_Score,Department_HR,Department_IT,Department_Marketing,Department_Sales,Job_Role_Data Analyst,Job_Role_DevOps Engineer,Job_Role_Financial Analyst,Job_Role_HR Executive,Job_Role_Marketing Specialist,Job_Role_Recruiter,Job_Role_SEO Executive,Job_Role_Sales Executive,Job_Role_Sales Manager,Job_Role_Software Engineer,Education_Master,Education_PhD,City_Islamabad,City_Karachi,City_Lahore,City_Peshawar,City_Rawalpindi,Employment_Type_Full-Time,Salary_Band_Medium,Salary_Band_High,Salary_Band_Very High,Experience_Band_Junior,Experience_Band_Mid Level,Experience_Band_Senior,Satisfaction_Category_Medium,Satisfaction_Category_High,Performance_Category_Average,Performance_Category_High
39.0,1,0,57178.0,5,7.0,0,42,0,20,1,Yes,7,14,2.0,0.0,57178.0,5.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24.0,1,2,53956.0,2,6.0,0,50,1,71,3,No,9,3,0.5,1.5,26978.0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37.0,1,13,186726.0,3,6.0,0,51,0,37,12,No,9,11,10.8,2.2,14363.54,17.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0
53.0,0,31,237245.0,1,10.0,0,50,0,10,12,No,10,3,5.4,25.6,7653.06,17.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
28.0,0,3,96715.0,1,9.0,0,55,0,78,6,No,6,1,9.0,0.0,32238.33,11.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
35.0,0,0,49577.0,1,7.0,0,49,0,49,2,No,9,11,0.3,0.0,49577.0,6.9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25.0,1,3,95185.0,2,9.0,0,52,0,49,4,No,8,5,7.0,0.0,31728.33,9.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
44.0,0,10,141907.0,3,8.0,1,50,0,30,9,No,8,8,0.9,9.1,14190.7,14.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0
43.0,1,11,152087.0,2,7.0,0,44,1,55,9,No,8,2,13.3,0.0,13826.09,13.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
60.0,1,16,219838.0,4,5.0,1,47,0,77,13,Yes,5,2,0.5,15.5,13739.88,17.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1
37.0,0,8,145552.0,2,4.0,1,49,1,6,7,No,5,9,12.3,0.0,18194.0,11.9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
50.0,1,17,204044.0,5,9.0,0,47,0,51,10,No,8,8,0.6,16.4,12002.59,14.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
42.0,1,2,68178.0,2,7.0,1,52,1,69,3,No,10,15,11.0,0.0,34089.0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
60.0,0,22,210986.0,5,6.0,0,36,0,68,12,Yes,10,13,13.4,8.6,9590.27,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
50.0,0,28,158359.0,1,7.0,0,43,1,67,13,No,9,13,8.5,19.5,5655.68,17.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0
50.0,1,17,193323.0,5,6.0,0,51,1,74,11,Yes,10,10,4.1,12.9,11371.94,16.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1
26.0,0,4,94004.0,2,5.0,1,40,1,68,4,No,8,3,10.3,0.0,23501.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0
47.0,1,25,119197.5,2,9.0,0,44,1,60,13,No,4,8,5.9,19.1,4767.9,17.4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
38.0,1,6,122263.0,1,8.0,1,43,1,76,9,No,8,1,7.3,0.0,20377.17,13.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
32.0,0,8,125215.0,1,10.0,0,53,1,27,8,No,10,6,9.2,0.0,15651.88,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
56.0,0,22,228606.0,5,7.0,1,49,1,61,13,Yes,5,0,6.4,15.6,10391.18,17.9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
41.0,1,3,89336.0,1,6.0,1,41,0,63,4,No,7,12,11.2,0.0,29778.67,8.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0
57.0,0,21,181385.0,2,8.0,1,47,0,12,15,No,10,15,4.4,16.6,8637.38,19.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
55.0,0,20,249211.0,3,9.0,0,39,1,42,11,No,6,13,15.0,5.0,12460.55,14.9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
27.0,1,0,58391.0,5,7.0,0,44,0,12,2,Yes,7,1,1.1,0.0,58391.0,6.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42.0,0,17,200449.0,3,6.0,0,36,1,70,11,No,8,11,6.9,10.1,11791.12,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
51.0,0,28,159563.0,4,8.0,1,53,1,53,11,Yes,5,6,4.2,23.8,5698.68,16.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
37.0,1,5,97452.0,1,4.0,1,39,0,59,6,No,5,9,3.9,1.1,19490.4,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
22.0,1,1,66762.0,3,7.0,0,35,1,62,2,No,8,4,4.9,0.0,66762.0,5.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
29.0,0,2,57594.0,2,8.0,0,43,0,73,2,No,9,9,9.5,0.0,28797.0,6.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
28.0,0,6,113158.0,5,6.0,0,50,1,19,7,No,4,7,14.0,0.0,18859.67,12.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
26.0,0,3,94194.0,4,7.0,1,36,1,45,4,Yes,8,1,5.0,0.0,31398.0,7.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
38.0,0,11,201290.0,2,5.0,1,51,1,28,14,No,6,6,10.1,0.9,18299.09,19.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
50.0,0,26,222987.0,2,7.0,1,45,1,13,10,No,8,13,10.3,15.7,8576.42,14.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
32.0,1,5,92423.0,1,4.0,1,35,0,77,4,No,7,3,2.3,2.7,18484.6,7.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
56.0,0,1,49255.0,5,8.0,1,49,0,37,3,No,7,11,4.2,0.0,49255.0,7.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
51.0,1,7,125457.0,2,9.0,0,35,0,23,8,No,6,1,10.5,0.0,17922.43,11.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
47.0,0,26,203188.0,4,8.0,0,49,0,64,14,No,7,11,10.4,15.6,7814.92,18.9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
55.0,0,15,224499.0,5,9.0,0,49,0,44,11,Yes,6,6,8.9,6.1,14966.6,15.9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1
56.0,1,19,176137.0,3,6.0,0,40,0,28,11,No,8,14,9.0,10.0,9270.37,15.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0
58.0,0,17,234048.0,5,4.0,1,41,0,45,14,Yes,10,14,10.6,6.4,13767.53,18.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
28.0,0,1,50862.0,3,5.0,1,41,1,44,1,No,6,2,13.1,0.0,50862.0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
59.0,1,30,187976.0,1,3.0,1,52,1,25,12,No,10,13,8.7,21.3,6265.87,17.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
32.0,1,11,164858.0,4,6.0,1,36,0,65,10,Yes,4,12,0.9,10.1,14987.09,13.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1
45.0,1,18,152602.0,5,4.0,1,45,0,13,15,No,6,5,4.8,13.2,8477.89,19.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
29.0,0,5,81623.0,1,7.0,0,53,1,51,6,No,8,8,1.5,3.5,16324.6,11.3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0
55.0,0,31,235118.0,3,9.0,0,49,0,10,11,No,6,8,5.8,25.2,7584.45,15.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0
57.0,0,8,119838.0,2,8.0,0,47,1,39,9,No,7,12,10.5,0.0,14979.75,13.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
48.0,1,4,88100.0,4,7.0,1,43,0,15,4,Yes,6,10,6.8,0.0,22025.0,8.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
28.0,0,1,119197.5,2,7.0,1,37,1,6,3,No,10,10,15.0,0.0,119197.5,6.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
59.0,1,21,157361.0,2,6.0,1,37,1,16,10,No,9,0,10.7,10.3,7493.38,13.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
25.0,0,3,85599.0,4,7.0,0,40,0,80,4,Yes,8,1,8.6,0.0,28533.0,8.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1
27.0,0,1,62936.0,1,10.0,0,40,1,25,1,No,5,12,6.3,0.0,62936.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
54.0,1,13,246396.0,5,6.0,0,55,0,25,11,Yes,4,2,5.2,7.8,18953.54,16.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
25.0,1,0,40393.0,1,8.0,0,53,1,77,3,No,6,8,8.0,0.0,40393.0,8.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
52.0,1,31,221554.0,2,6.0,1,40,0,57,11,No,8,14,8.4,22.6,7146.9,15.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
51.0,1,14,204997.0,2,6.0,0,45,1,56,8,No,10,11,11.8,2.2,14642.64,12.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
31.0,0,3,85475.0,3,5.0,1,41,0,55,4,No,6,5,7.9,0.0,28491.67,8.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
36.0,0,15,206735.0,2,9.0,0,36,1,13,14,No,7,10,1.5,13.5,13782.33,17.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
31.0,0,8,132145.0,3,10.0,0,40,0,59,6,No,9,3,3.1,4.9,16518.12,10.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
43.0,1,22,158273.0,4,5.0,1,48,1,46,8,No,6,7,12.5,9.5,7194.23,12.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
58.0,1,12,242812.0,2,9.0,0,53,1,45,11,No,7,3,13.7,0.0,20234.33,16.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
27.0,1,3,72193.0,4,9.0,0,41,1,51,6,Yes,10,1,7.3,0.0,24064.33,10.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
42.0,1,19,185750.0,4,8.0,1,54,1,20,13,Yes,6,9,5.5,13.5,9776.32,18.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
37.0,1,13,184208.0,2,6.0,1,35,0,15,11,No,6,11,10.0,3.0,14169.85,14.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
46.0,0,19,185855.0,3,8.0,0,54,0,25,15,No,5,4,2.7,16.3,9781.84,20.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0
25.0,1,4,80330.0,5,8.0,0,55,0,55,6,Yes,4,5,3.7,0.3,20082.5,11.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1
40.0,0,32,215100.0,1,5.0,1,39,1,35,9,No,5,2,4.9,27.1,6721.88,12.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0
27.0,1,2,57862.0,5,7.0,0,55,1,75,1,No,7,2,11.6,0.0,28931.0,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
38.0,0,7,103439.0,4,7.0,1,36,1,24,7,No,4,4,12.0,0.0,14777.0,10.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1
47.0,0,16,237771.0,5,7.0,1,36,1,31,14,No,4,7,14.6,1.4,14860.69,17.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1
27.0,1,4,74989.0,5,10.0,0,43,0,25,3,No,6,6,11.3,0.0,18747.25,7.3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1
42.0,1,12,209198.0,4,6.0,0,55,1,28,8,No,8,3,7.9,4.1,17433.17,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1
35.0,0,12,240406.0,5,10.0,0,44,0,11,11,No,10,7,2.3,9.7,20033.83,15.4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
41.0,0,6,132741.0,3,8.0,1,47,0,66,9,No,7,9,13.9,0.0,22123.5,13.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0
28.0,0,0,48986.0,3,4.0,1,47,1,11,1,No,7,11,8.8,0.0,48986.0,5.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
45.0,0,8,119494.0,1,6.0,0,39,0,31,6,No,6,3,5.6,2.4,14936.75,9.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
22.0,0,0,68501.0,5,4.0,1,43,0,13,3,Yes,6,4,12.1,0.0,68501.0,7.3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
24.0,1,3,70434.0,1,6.0,0,43,0,30,3,No,10,8,4.6,0.0,23478.0,7.3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0
37.0,1,0,58315.0,4,7.0,1,42,0,51,3,No,10,2,7.6,0.0,58315.0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
56.0,0,23,192036.0,4,8.0,0,53,0,64,13,Yes,5,11,11.3,11.7,8349.39,18.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
45.0,1,2,50905.0,4,7.0,1,52,1,48,2,No,7,4,5.2,0.0,25452.5,7.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
58.0,0,13,204916.0,5,8.0,1,36,1,37,9,Yes,8,5,14.9,0.0,15762.77,12.6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1
29.0,1,5,77178.0,4,8.0,1,38,0,24,5,Yes,9,6,3.7,1.3,15435.6,8.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
53.0,0,4,94766.0,3,3.0,1,41,1,8,6,No,10,0,3.5,0.5,23691.5,10.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
33.0,0,1,53825.0,4,7.0,0,54,0,54,2,No,4,11,13.4,0.0,53825.0,7.4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
59.0,0,31,196071.0,3,9.0,0,50,1,59,8,No,9,11,8.6,22.4,6324.87,13.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
24.0,1,0,42718.0,1,8.0,0,47,1,65,1,No,7,1,12.4,0.0,42718.0,5.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
35.0,1,1,59445.0,1,8.0,1,49,1,64,3,No,8,8,0.6,0.4,59445.0,7.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
56.0,0,16,172795.0,3,3.0,1,40,0,47,15,No,10,13,7.2,8.8,10799.69,19.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
34.0,1,7,148793.0,4,4.0,1,44,1,48,7,No,4,15,14.3,0.0,21256.14,11.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
32.0,0,2,54355.0,3,6.0,1,48,0,74,2,No,10,3,11.3,0.0,27177.5,6.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
39.0,1,17,158542.0,3,7.0,0,46,0,69,9,No,9,7,2.3,14.7,9326.0,13.6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0
32.0,0,9,129235.0,3,6.0,0,43,1,28,10,No,8,13,8.2,0.8,14359.44,14.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
36.0,0,4,70366.0,1,5.0,1,35,0,79,5,No,8,0,3.0,1.0,17591.5,8.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
37.0,1,6,131344.0,2,10.0,0,40,1,23,9,No,4,4,5.0,1.0,21890.67,13.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
52.0,0,10,141000.0,2,8.0,0,43,1,60,8,No,10,1,0.2,9.8,14100.0,12.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
34.0,1,6,149060.0,4,9.0,0,51,1,35,7,Yes,8,9,6.1,0.0,24843.33,12.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
48.0,0,17,234069.0,3,10.0,0,47,0,48,8,No,6,9,0.8,16.2,13768.76,12.7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0
41.0,1,16,211515.0,1,8.0,0,50,1,37,13,No,9,8,1.6,14.4,13219.69,18.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0
42.0,1,7,119197.5,3,10.0,0,48,0,59,7,No,8,6,5.8,1.2,17028.21,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0
34.0,1,11,176799.0,5,7.0,1,40,0,36,15,No,8,6,4.2,6.8,16072.64,19.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
45.0,0,12,224473.0,5,9.0,0,39,1,37,15,No,6,3,7.4,4.6,18706.08,18.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
34.0,1,7,133496.0,4,6.0,1,43,0,67,10,No,5,3,2.5,4.5,19070.86,14.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
29.0,0,2,41344.0,3,7.0,0,52,1,17,1,No,4,13,6.8,0.0,20672.0,6.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
58.0,0,0,49312.0,2,6.0,0,42,0,35,2,No,5,4,1.5,0.0,49312.0,6.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36.0,0,12,171023.0,5,7.0,0,54,0,20,9,No,9,3,3.9,8.1,14251.92,14.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
51.0,0,28,164075.0,2,7.0,0,44,0,62,8,No,9,6,7.9,20.1,5859.82,12.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
48.0,1,14,230616.0,1,5.0,1,43,0,60,14,No,8,10,11.1,2.9,16472.57,18.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
54.0,1,28,168941.0,5,5.0,1,47,0,31,9,No,10,6,11.3,16.7,6033.61,13.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
37.0,1,7,101590.0,2,8.0,0,37,1,54,10,No,9,11,5.4,1.6,14512.86,13.7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
53.0,1,28,183413.0,2,7.0,0,46,0,25,13,No,6,5,3.5,24.5,6550.46,17.6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
24.0,1,2,63170.0,1,6.0,1,52,0,15,1,No,8,8,7.2,0.0,31585.0,6.2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
31.0,1,4,80210.0,5,5.0,1,42,1,78,4,No,4,5,5.6,0.0,20052.5,8.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
37.0,0,6,104415.0,3,8.0,1,40,0,75,6,No,10,11,10.9,0.0,17402.5,10.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0
56.0,0,15,185695.0,5,9.0,0,36,1,26,8,Yes,8,1,13.8,1.2,12379.67,11.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
