Employee_ID,Age,Gender,Department,Job_Role,Experience,Education,Salary,Performance_Score,Job_Satisfaction,Overtime,Work_Hours,Remote_Work,Training_Hours,Projects,Promotion_Last_5Yrs,Joining_Date,Attrition,City,Employment_Type,Manager_Rating,Sick_Leaves
593,41,Male,IT,Software Engineer,15,Master,157430,1,6,No,48,Yes,31,11,No,2023-07-25,No,Peshawar,Full-Time,8,15
594,31,Female,Marketing,Marketing Specialist,0,PhD,43786,2,6,No,49,No,22,1,No,2016-09-12,No,Lahore,Full-Time,4,1
595,29,Male,Marketing,Marketing Specialist,6,Master,111842,1,7,No,36,Yes,48,6,No,2024-10-19,No,Karachi,Full-Time,8,14
596,24,Female,HR,HR Executive,1,Master,46828,1,7,No,40,No,71,3,No,2022-02-10,No,Rawalpindi,Contract,9,3
597,28,Male,Finance,Accountant,4,Bachelor,90491,3,9,No,35,Yes,24,4,No,2015-09-27,No,Faisalabad,Contract,10,9
598,59,Male,HR,HR Executive,23,Master,158653,2,6,No,53,Yes,79,8,No,2011-09-30,No,Peshawar,Contract,9,15
599,51,Male,IT,Software Engineer,4,Master,81764,5,8,No,47,Yes,32,5,Yes,2025-10-25,No,Lahore,Contract,6,0
600,31,Female,HR,HR Executive,0,Master,60127,4,10,No,52,No,12,1,Yes,2012-11-17,No,Karachi,Contract,5,5
601,49,Female,Sales,Sales Executive,27,PhD,179910,2,4,Yes,44,No,45,10,No,2022-05-25,No,Karachi,Contract,10,8
602,40,Male,IT,Software Engineer,7,Bachelor,140379,4,10,No,53,No,59,8,Yes,2018-12-03,No,Karachi,Full-Time,7,9
603,59,Female,Finance,Financial Analyst,23,Master,182256,4,3,Yes,38,No,64,12,Yes,2022-12-19,Yes,Rawalpindi,Full-Time,10,13
604,29,Male,Marketing,Marketing Specialist,0,Bachelor,58148,1,9,No,47,Yes,67,1,No,2021-12-14,No,Karachi,Contract,7,5
605,56,Male,Marketing,Marketing Specialist,33,Bachelor,208688,2,3,Yes,35,No,12,9,No,2021-04-13,Yes,Peshawar,Contract,8,14
606,48,Female,Marketing,Marketing Specialist,3,Bachelor,93351,3,9,No,36,No,72,4,No,2018-12-16,No,Karachi,Contract,4,8
607,47,Male,Finance,Accountant,3,PhD,70571,2,10,No,52,No,59,6,No,2023-06-28,No,Lahore,Full-Time,6,13
608,23,Male,Finance,Financial Analyst,0,PhD,46519,2,6,Yes,47,No,37,3,No,2012-12-27,No,Karachi,Contract,8,13
609,27,Female,Sales,Sales Executive,4,Bachelor,97220,4,6,Yes,36,No,56,4,Yes,2014-12-02,No,Faisalabad,Full-Time,4,13
610,59,Male,Finance,Financial Analyst,4,Bachelor,89284,4,7,Yes,43,Yes,38,6,Yes,2021-12-21,No,Karachi,Contract,4,7
611,58,Male,Marketing,SEO Executive,20,Bachelor,191506,1,7,Yes,54,No,68,10,No,2016-03-09,No,Peshawar,Full-Time,6,12
612,36,Male,Marketing,SEO Executive,6,Master,144902,4,6,No,54,Yes,57,6,Yes,2020-04-26,No,Faisalabad,Contract,7,12
613,40,Male,HR,Recruiter,15,Master,182537,2,10,No,45,Yes,31,11,No,2018-09-10,No,Faisalabad,Contract,10,9
614,50,Male,Marketing,Marketing Specialist,2,PhD,68948,2,10,No,41,Yes,70,2,No,2019-07-23,No,Islamabad,Full-Time,4,14
615,27,Female,HR,HR Executive,0,Bachelor,60670,3,4,Yes,52,Yes,52,3,No,2017-12-23,Yes,Peshawar,Full-Time,4,14
616,23,Female,IT,Data Analyst,2,PhD,57911,3,5,Yes,52,Yes,20,2,No,2022-10-13,No,Karachi,Full-Time,6,14
617,58,Female,Marketing,Marketing Specialist,32,Master,220660,1,8,No,35,Yes,58,10,No,2016-07-22,No,Rawalpindi,Full-Time,10,15
618,33,Male,Sales,Sales Executive,6,PhD,139038,1,8,Yes,55,Yes,70,9,No,2022-02-19,No,Karachi,Contract,10,15
619,32,Female,Marketing,SEO Executive,8,PhD,147592,5,4,Yes,50,No,10,9,Yes,2015-08-29,Yes,Lahore,Contract,9,11
620,49,Male,IT,DevOps Engineer,11,Master,222331,2,3,Yes,44,No,53,11,No,2015-05-14,Yes,Karachi,Contract,7,11
621,33,Female,Marketing,SEO Executive,10,Bachelor,146006,5,5,Yes,47,No,59,8,No,2013-05-28,No,Faisalabad,Contract,7,0
622,31,Male,Marketing,SEO Executive,7,Bachelor,106698,2,3,Yes,46,No,40,9,No,2014-06-26,No,Lahore,Contract,5,4
623,39,Female,Marketing,Marketing Specialist,17,PhD,230488,4,10,No,43,No,24,8,Yes,2013-05-22,No,Faisalabad,Full-Time,5,14
624,26,Male,Sales,Sales Executive,2,Bachelor,59218,2,4,Yes,54,Yes,57,3,No,2019-08-19,Yes,Lahore,Full-Time,6,3
625,22,Female,Sales,Sales Manager,0,Bachelor,50525,5,8,No,47,Yes,26,3,No,2023-01-11,No,Karachi,Contract,4,11
626,38,Male,Sales,Sales Executive,3,Master,98607,3,9,No,35,No,13,4,No,2014-05-16,No,Islamabad,Full-Time,6,15
627,30,Female,IT,DevOps Engineer,9,PhD,135828,1,6,No,47,Yes,17,10,No,2014-11-03,No,Faisalabad,Full-Time,10,8
628,48,Male,Sales,Sales Manager,25,Bachelor,201710,3,5,Yes,48,No,75,14,No,2018-11-09,No,Islamabad,Full-Time,8,14
629,58,Female,Marketing,SEO Executive,5,Master,80274,1,5,Yes,54,Yes,12,3,No,2022-06-19,No,Islamabad,Contract,4,15
630,24,Female,HR,Recruiter,0,Bachelor,53843,1,7,No,54,Yes,58,3,No,2026-03-30,No,Rawalpindi,Full-Time,5,10
631,28,Female,Sales,Sales Executive,5,Master,82418,1,7,No,35,Yes,43,6,No,2019-06-19,No,Faisalabad,Full-Time,4,8
632,46,Female,IT,Data Analyst,21,Master,206536,4,8,No,45,No,25,15,No,2015-11-03,No,Peshawar,Contract,4,0
633,53,Female,Sales,Sales Manager,21,PhD,190438,2,5,Yes,51,No,21,13,No,2013-02-06,No,Karachi,Contract,5,7
634,46,Male,Finance,Financial Analyst,20,Bachelor,241828,1,6,No,47,No,34,12,No,2014-07-04,No,Rawalpindi,Contract,4,1
635,33,Male,Sales,Sales Executive,2,Bachelor,64970,4,10,No,50,No,22,2,Yes,2015-01-03,No,Islamabad,Full-Time,7,10
636,28,Male,Sales,Sales Executive,2,Master,43024,5,6,No,43,Yes,5,2,No,2014-04-15,No,Peshawar,Full-Time,10,0
637,52,Female,Marketing,SEO Executive,8,Bachelor,137869,3,8,No,35,No,22,10,No,2011-10-22,No,Karachi,Full-Time,7,13
638,26,Male,HR,Recruiter,5,Bachelor,76681,2,10,No,50,Yes,60,5,No,2019-08-10,No,Lahore,Full-Time,9,11
639,51,Female,Sales,Sales Executive,26,PhD,184698,3,5,Yes,38,No,37,10,No,2015-09-16,No,Lahore,Contract,5,11
640,49,Female,IT,Software Engineer,9,PhD,142743,3,4,Yes,39,Yes,19,9,No,2026-03-18,Yes,Islamabad,Contract,9,4
641,56,Female,Sales,Sales Manager,5,Master,95039,2,4,Yes,44,No,26,4,No,2019-11-23,No,Rawalpindi,Contract,9,0
642,32,Male,Marketing,SEO Executive,7,Master,142929,1,8,No,37,Yes,10,10,No,2022-01-21,No,Peshawar,Full-Time,10,8
643,46,Male,HR,HR Executive,10,PhD,117482,2,10,No,42,Yes,9,10,No,2013-06-27,No,Faisalabad,Full-Time,6,3
644,47,Female,IT,DevOps Engineer,15,PhD,205703,2,9,No,43,No,38,13,No,2024-08-15,No,Islamabad,Full-Time,6,8
645,35,Female,IT,DevOps Engineer,11,Bachelor,209026,1,10,No,55,Yes,20,9,No,2018-12-16,No,Rawalpindi,Full-Time,9,4
646,56,Female,Sales,Sales Manager,27,PhD,240518,3,6,Yes,50,No,18,8,No,2024-09-07,No,Faisalabad,Full-Time,6,8
647,46,Male,HR,Recruiter,1,Bachelor,63280,2,4,Yes,39,Yes,80,2,No,2020-03-16,No,Peshawar,Contract,6,14
648,58,Male,HR,HR Executive,9,Bachelor,101971,2,4,Yes,41,Yes,78,9,No,2018-08-20,Yes,Peshawar,Contract,8,6
649,29,Male,IT,Software Engineer,2,Bachelor,40533,5,6,No,49,No,19,1,No,2018-03-15,No,Lahore,Full-Time,7,1
650,22,Male,Sales,Sales Executive,1,Bachelor,66111,3,10,No,42,No,36,1,No,2014-05-12,No,Islamabad,Contract,4,2
651,52,Female,Marketing,Marketing Specialist,26,PhD,175557,3,7,No,53,Yes,9,13,No,2012-05-13,No,Peshawar,Full-Time,7,0
652,47,Male,IT,Data Analyst,0,Master,64320,4,9,No,37,Yes,10,3,No,2025-09-17,No,Islamabad,Contract,7,13
653,27,Male,Sales,Sales Manager,0,PhD,49800,1,6,No,42,Yes,62,1,No,2018-10-05,No,Rawalpindi,Contract,9,10
654,52,Male,Sales,Sales Manager,0,Master,54086,5,4,Yes,44,No,73,2,No,2023-12-05,No,Faisalabad,Full-Time,5,12
655,55,Male,Sales,Sales Executive,34,Master,211928,5,4,Yes,46,No,80,15,No,2017-08-09,Yes,Faisalabad,Full-Time,4,13
656,51,Female,IT,DevOps Engineer,0,PhD,44145,1,9,No,48,No,71,1,No,2012-09-14,No,Faisalabad,Full-Time,5,5
657,27,Male,IT,Data Analyst,6,PhD,104773,3,9,No,51,Yes,63,9,No,2021-01-13,No,Islamabad,Full-Time,6,15
658,30,Female,Finance,Accountant,4,Master,95692,1,4,Yes,55,No,16,3,No,2012-05-25,Yes,Faisalabad,Full-Time,8,12
659,32,Male,Finance,Accountant,9,Master,129443,3,8,No,46,Yes,18,6,No,2013-10-31,No,Islamabad,Full-Time,9,11
660,24,Female,Finance,Financial Analyst,3,PhD,97686,2,6,No,46,Yes,78,4,No,2020-01-14,No,Lahore,Full-Time,10,0
661,47,Male,IT,DevOps Engineer,22,Master,156925,2,10,No,39,No,27,15,No,2016-02-25,No,Rawalpindi,Contract,5,5
662,39,Male,Marketing,SEO Executive,1,Bachelor,45272,3,3,Yes,49,Yes,22,3,No,2026-07-03,Yes,Rawalpindi,Full-Time,9,13
663,22,Female,Marketing,SEO Executive,0,Bachelor,42997,5,5,Yes,35,No,18,1,Yes,2013-05-15,No,Islamabad,Full-Time,6,2
664,24,Female,Sales,Sales Executive,1,Master,46540,1,9,No,37,No,6,1,No,2023-01-23,No,Karachi,Full-Time,7,0
665,54,Female,Finance,Accountant,20,PhD,234654,5,7,No,49,Yes,57,10,No,2020-09-09,No,Islamabad,Full-Time,8,11
666,29,Female,Finance,Financial Analyst,1,PhD,55536,3,5,Yes,52,Yes,14,1,No,2023-06-16,No,Peshawar,Full-Time,10,1
667,31,Female,Finance,Accountant,8,PhD,114534,1,7,Yes,44,No,61,7,No,2014-12-24,No,Faisalabad,Contract,7,8
668,31,Female,HR,Recruiter,8,Bachelor,135761,1,8,No,48,Yes,80,9,No,2019-06-08,No,Rawalpindi,Contract,9,7
669,57,Female,Finance,Accountant,11,Master,232656,4,6,Yes,52,No,47,12,No,2018-05-09,No,Lahore,Contract,5,1
670,47,Female,Finance,Accountant,14,PhD,160493,4,5,Yes,41,Yes,9,13,Yes,2018-03-27,No,Islamabad,Contract,5,10
671,41,Male,IT,Data Analyst,19,Bachelor,160922,4,8,No,51,Yes,7,9,No,2024-06-30,No,Lahore,Full-Time,10,4
672,25,Male,Sales,Sales Manager,1,PhD,63497,3,6,No,45,Yes,27,3,No,2026-06-12,No,Karachi,Contract,5,0
673,50,Female,HR,HR Executive,25,PhD,151386,4,4,Yes,36,No,19,10,Yes,2016-03-05,Yes,Islamabad,Full-Time,10,10
674,50,Female,Marketing,SEO Executive,1,Master,67353,1,5,Yes,49,Yes,64,2,No,2020-11-28,No,Islamabad,Full-Time,10,1
675,23,Male,Marketing,SEO Executive,2,Bachelor,52867,5,3,Yes,44,Yes,79,2,No,2020-09-27,Yes,Karachi,Full-Time,5,3
676,35,Female,HR,HR Executive,0,PhD,42110,5,7,Yes,55,Yes,48,1,No,2022-09-11,No,Faisalabad,Contract,6,5
677,45,Female,Finance,Accountant,4,Bachelor,72315,1,7,Yes,50,Yes,55,3,No,2025-10-22,No,Islamabad,Contract,7,13
678,56,Female,IT,Software Engineer,28,Master,241154,4,5,Yes,43,Yes,29,11,No,2014-09-17,No,Islamabad,Full-Time,8,9
679,22,Female,HR,HR Executive,1,Master,50950,1,7,No,40,Yes,14,2,No,2014-10-05,No,Rawalpindi,Full-Time,5,15
680,38,Male,Sales,Sales Manager,12,Bachelor,210211,2,5,Yes,36,Yes,33,12,No,2021-07-02,No,Islamabad,Full-Time,8,7
681,26,Male,Finance,Accountant,5,Bachelor,91074,1,4,Yes,42,No,70,6,No,2013-12-13,Yes,Faisalabad,Full-Time,6,8
682,27,Female,HR,HR Executive,3,Master,90193,3,8,No,45,No,77,3,No,2014-03-15,No,Lahore,Full-Time,9,14
683,27,Male,Marketing,Marketing Specialist,4,PhD,80213,4,8,Yes,42,No,27,4,Yes,2012-09-20,No,Faisalabad,Contract,4,0
684,44,Male,Sales,Sales Manager,2,Master,69161,5,7,No,35,Yes,16,1,Yes,2011-08-20,No,Rawalpindi,Contract,5,11
685,33,Male,Marketing,Marketing Specialist,6,PhD,142404,2,7,Yes,46,No,5,10,No,2018-05-09,No,Lahore,Full-Time,4,11
686,28,Male,IT,Data Analyst,6,Bachelor,121778,5,6,No,53,No,65,10,No,2020-07-02,No,Faisalabad,Contract,4,5
687,25,Female,Marketing,Marketing Specialist,1,Master,42200,4,8,No,39,Yes,70,3,No,2015-12-18,No,Faisalabad,Full-Time,8,8
688,28,Male,IT,DevOps Engineer,2,PhD,40039,2,7,No,41,Yes,34,1,No,2015-01-25,No,Rawalpindi,Full-Time,8,4
689,27,Female,IT,Data Analyst,2,Master,63958,5,8,Yes,38,No,51,1,Yes,2022-03-14,No,Islamabad,Full-Time,9,6
690,30,Male,HR,HR Executive,3,Bachelor,77176,2,7,No,49,No,21,4,No,2022-02-20,No,Islamabad,Full-Time,9,3
691,24,Male,Finance,Accountant,0,Master,53341,4,6,Yes,35,No,34,2,No,2018-05-28,No,Islamabad,Full-Time,5,14
692,59,Male,Finance,Financial Analyst,34,Bachelor,239625,2,9,No,37,Yes,65,8,No,2021-11-27,No,Lahore,Full-Time,8,9
693,32,Male,Marketing,Marketing Specialist,1,Bachelor,67595,5,4,Yes,43,No,55,3,Yes,2025-06-15,Yes,Islamabad,Full-Time,10,5
694,53,Male,IT,Data Analyst,32,Bachelor,223030,4,9,No,47,Yes,54,13,Yes,2023-05-31,No,Islamabad,Contract,10,7
695,54,Female,IT,DevOps Engineer,23,Master,226180,3,4,Yes,55,No,60,12,No,2020-12-20,No,Karachi,Contract,6,12
696,36,Female,Finance,Accountant,11,Bachelor,171925,2,6,No,40,Yes,60,15,No,2021-07-06,No,Islamabad,Contract,5,3
697,38,Male,Finance,Accountant,13,PhD,235792,3,7,Yes,39,Yes,73,13,No,2025-08-07,No,Lahore,Contract,9,15
698,48,Male,Marketing,Marketing Specialist,20,Bachelor,243220,5,7,No,47,Yes,30,9,Yes,2017-12-21,No,Peshawar,Contract,8,10
699,33,Female,Finance,Financial Analyst,10,Bachelor,114739,3,8,Yes,36,Yes,15,7,No,2019-10-06,No,Islamabad,Full-Time,5,11
700,47,Male,Marketing,SEO Executive,11,PhD,211198,5,10,No,43,No,63,14,No,2021-04-23,No,Islamabad,Contract,9,12
701,45,Male,Finance,Accountant,13,Master,185501,4,8,No,54,Yes,60,14,Yes,2025-03-22,No,Faisalabad,Contract,9,6
702,43,Female,IT,Software Engineer,11,Bachelor,225063,5,7,Yes,51,No,28,13,Yes,2023-12-30,No,Faisalabad,Full-Time,6,12
703,58,Female,Finance,Financial Analyst,25,Master,164790,1,5,Yes,43,Yes,52,11,No,2012-08-31,No,Rawalpindi,Full-Time,7,3
704,29,Female,HR,Recruiter,0,PhD,48120,4,6,No,38,No,44,1,No,2014-01-31,No,Islamabad,Full-Time,10,6
705,36,Female,Marketing,SEO Executive,7,Bachelor,101965,1,6,No,51,Yes,23,10,No,2016-03-17,No,Peshawar,Full-Time,7,3
706,27,Female,Finance,Financial Analyst,2,Bachelor,66727,3,9,No,40,No,38,3,No,2022-10-30,No,Lahore,Contract,9,8
707,53,Male,IT,Software Engineer,10,PhD,145318,4,6,Yes,45,Yes,61,10,Yes,2020-02-18,No,Peshawar,Full-Time,10,14
708,47,Female,Marketing,SEO Executive,13,Bachelor,150446,3,7,Yes,55,No,24,9,No,2015-12-04,No,Lahore,Contract,4,14
709,45,Female,IT,Software Engineer,20,PhD,154766,2,5,Yes,40,Yes,44,8,No,2013-06-17,No,Peshawar,Full-Time,7,5
710,29,Female,Sales,Sales Executive,0,PhD,58797,1,6,No,41,Yes,68,3,No,2021-12-04,No,Islamabad,Full-Time,10,5
711,34,Female,HR,HR Executive,9,Master,133954,2,4,Yes,35,No,36,9,No,2022-02-02,No,Islamabad,Full-Time,9,11
712,35,Male,Finance,Financial Analyst,2,Bachelor,47433,5,6,Yes,51,Yes,41,3,Yes,2025-09-25,No,Lahore,Contract,5,11
713,30,Male,Finance,Accountant,6,Master,102277,4,9,No,36,Yes,70,9,No,2019-02-07,No,Karachi,Contract,4,5
714,32,Male,IT,DevOps Engineer,6,Bachelor,132203,2,6,No,38,Yes,76,6,No,2019-01-01,No,Karachi,Full-Time,7,5
715,38,Female,Sales,Sales Manager,12,Master,208014,2,8,Yes,41,Yes,23,12,No,2012-10-19,No,Lahore,Contract,5,5
716,28,Female,Marketing,Marketing Specialist,4,Bachelor,93506,2,10,No,46,Yes,53,4,No,2012-03-11,No,Islamabad,Full-Time,9,5
717,45,Male,Finance,Accountant,12,Bachelor,182065,1,6,No,36,No,67,9,No,2018-01-28,No,Peshawar,Contract,8,8
718,53,Female,HR,HR Executive,14,PhD,235616,2,8,Yes,37,No,27,13,No,2016-06-05,No,Islamabad,Full-Time,4,12
719,40,Female,IT,DevOps Engineer,7,PhD,143047,4,8,No,45,No,10,8,No,2015-05-08,No,Peshawar,Contract,4,11
720,33,Male,Marketing,Marketing Specialist,5,Bachelor,72359,5,10,No,45,No,39,3,Yes,2012-12-18,No,Rawalpindi,Contract,10,0
721,59,Male,Marketing,SEO Executive,37,Master,196891,1,6,Yes,35,Yes,37,10,No,2026-01-09,No,Rawalpindi,Contract,7,5
722,26,Female,HR,HR Executive,0,Bachelor,44904,1,7,Yes,53,No,56,2,No,2024-02-19,No,Peshawar,Full-Time,5,14
723,47,Male,Marketing,SEO Executive,18,PhD,159724,4,6,Yes,50,Yes,28,10,No,2020-03-22,No,Rawalpindi,Full-Time,7,4
724,43,Female,IT,Data Analyst,20,PhD,181094,5,5,Yes,44,Yes,16,11,No,2025-11-09,No,Rawalpindi,Contract,9,12
725,54,Female,HR,HR Executive,11,Bachelor,155987,1,9,No,37,Yes,49,10,No,2026-08-03,No,Karachi,Full-Time,8,15
726,58,Female,Finance,Financial Analyst,18,Master,150156,4,9,No,49,No,44,10,No,2021-09-05,No,Karachi,Full-Time,8,13
727,59,Female,Finance,Financial Analyst,19,Bachelor,200548,4,9,No,36,No,9,13,Yes,2015-08-21,No,Rawalpindi,Full-Time,9,0
728,36,Female,Finance,Financial Analyst,6,Bachelor,117851,4,10,No,40,No,15,10,No,2012-03-13,No,Faisalabad,Contract,8,3
729,36,Female,HR,Recruiter,6,Bachelor,138899,1,9,No,46,Yes,25,9,No,2022-12-09,No,Peshawar,Contract,5,5
730,49,Female,Sales,Sales Executive,7,Bachelor,134374,5,9,No,53,No,49,10,No,2018-08-26,No,Islamabad,Contract,10,9
731,43,Female,HR,Recruiter,9,PhD,146467,1,7,Yes,44,No,77,8,No,2021-05-14,No,Lahore,Contract,10,7
732,39,Female,HR,Recruiter,9,Bachelor,126864,1,7,Yes,52,Yes,33,8,No,2025-05-03,No,Faisalabad,Contract,8,1
733,30,Female,Finance,Financial Analyst,3,PhD,73268,2,6,No,35,Yes,12,4,No,2014-04-26,No,Peshawar,Contract,4,5
734,52,Female,Sales,Sales Executive,19,PhD,187626,3,3,Yes,50,Yes,9,14,No,2020-05-17,Yes,Islamabad,Full-Time,6,7
735,58,Female,Finance,Financial Analyst,19,Master,244835,5,3,Yes,35,No,18,11,Yes,2021-02-11,No,Karachi,Full-Time,4,4
736,47,Female,Sales,Sales Manager,16,PhD,174944,5,6,No,55,Yes,76,13,Yes,2018-12-21,No,Faisalabad,Contract,6,13
737,45,Female,IT,Data Analyst,6,Master,125988,2,5,Yes,37,No,11,9,No,2012-12-17,No,Peshawar,Contract,4,6
738,48,Male,HR,HR Executive,21,PhD,182592,3,8,Yes,44,No,57,11,No,2016-10-24,No,Lahore,Full-Time,7,6
739,41,Male,IT,Software Engineer,14,PhD,216117,5,6,Yes,35,No,23,14,Yes,2016-08-05,No,Faisalabad,Contract,10,8
740,53,Female,HR,HR Executive,18,Bachelor,174683,3,3,Yes,45,Yes,34,8,No,2021-08-24,Yes,Rawalpindi,Contract,5,11
741,49,Female,HR,Recruiter,10,Bachelor,147830,2,3,Yes,39,Yes,6,7,No,2024-06-17,Yes,Rawalpindi,Contract,5,4
742,58,Male,Finance,Financial Analyst,13,Bachelor,152879,2,9,No,48,No,13,11,No,2016-07-16,No,Karachi,Full-Time,6,3
743,22,Female,Sales,Sales Manager,1,Bachelor,64605,2,3,Yes,36,No,52,2,No,2021-12-31,Yes,Rawalpindi,Contract,9,6
744,59,Female,HR,HR Executive,31,Bachelor,178414,2,6,No,39,No,13,12,No,2015-12-02,No,Lahore,Full-Time,4,0
745,32,Male,Sales,Sales Executive,4,Bachelor,84396,3,8,No,52,Yes,65,6,No,2025-10-09,No,Islamabad,Full-Time,9,15
746,28,Male,Finance,Financial Analyst,4,Bachelor,90965,5,7,Yes,49,No,23,4,Yes,2023-10-19,No,Rawalpindi,Contract,10,10
747,42,Male,HR,HR Executive,18,PhD,201668,3,6,Yes,39,No,36,12,No,2019-11-05,No,Islamabad,Contract,8,6
748,33,Male,Marketing,Marketing Specialist,2,Bachelor,43906,4,8,Yes,36,No,75,3,Yes,2018-06-01,No,Karachi,Full-Time,8,13
749,25,Female,IT,Data Analyst,2,PhD,59603,3,6,No,53,No,27,1,No,2016-04-24,No,Karachi,Full-Time,4,10
750,33,Male,Sales,Sales Executive,2,Master,48184,5,4,Yes,40,Yes,51,1,Yes,2016-06-11,Yes,Rawalpindi,Contract,7,9
751,46,Female,Sales,Sales Executive,21,Master,175212,1,5,Yes,52,Yes,42,11,No,2026-02-23,No,Faisalabad,Contract,9,9
752,41,Female,Sales,Sales Executive,16,PhD,151539,4,3,Yes,40,No,53,12,No,2017-08-28,Yes,Faisalabad,Contract,4,11
753,38,Male,Sales,Sales Manager,12,Master,170966,4,5,Yes,43,No,68,13,Yes,2019-04-25,No,Peshawar,Full-Time,5,15
754,58,Male,HR,Recruiter,1,Master,51445,1,4,Yes,54,Yes,52,3,No,2026-06-01,No,Karachi,Contract,5,5
755,26,Female,Finance,Accountant,3,Bachelor,89379,3,9,No,53,Yes,60,5,No,2021-06-17,No,Karachi,Full-Time,10,7
756,33,Female,HR,Recruiter,10,Bachelor,124705,3,4,Yes,43,No,17,6,No,2019-09-25,No,Karachi,Contract,9,6
757,56,Male,IT,Software Engineer,2,Master,63080,1,4,Yes,55,Yes,24,1,No,2017-10-17,Yes,Faisalabad,Full-Time,10,3
758,54,Male,Finance,Financial Analyst,23,PhD,221229,5,10,No,47,Yes,18,14,No,2014-05-29,No,Lahore,Contract,7,3
759,46,Female,Finance,Accountant,9,Bachelor,102790,2,7,No,51,No,72,9,No,2017-01-08,No,Peshawar,Full-Time,8,15
760,46,Female,Finance,Financial Analyst,9,Master,148847,5,7,Yes,39,No,28,6,Yes,2022-12-10,No,Peshawar,Contract,7,3
761,33,Male,Sales,Sales Executive,3,Bachelor,92615,1,9,No,40,Yes,19,3,No,2020-12-22,No,Karachi,Contract,6,9
762,27,Female,Marketing,Marketing Specialist,6,PhD,149830,5,6,No,54,Yes,25,9,Yes,2022-12-29,No,Rawalpindi,Full-Time,8,6
763,49,Female,IT,Software Engineer,13,Bachelor,242567,1,4,Yes,46,Yes,74,8,No,2014-08-25,No,Peshawar,Full-Time,4,10
764,28,Male,Sales,Sales Executive,5,PhD,96529,3,6,Yes,51,Yes,50,4,No,2019-11-01,No,Karachi,Contract,5,5
765,58,Male,Marketing,Marketing Specialist,3,Master,75374,4,8,Yes,42,Yes,69,6,Yes,2025-07-05,No,Rawalpindi,Contract,5,12
766,48,Male,HR,Recruiter,16,Master,232720,2,3,Yes,49,Yes,60,14,No,2018-03-02,Yes,Peshawar,Full-Time,7,9
767,31,Male,IT,Software Engineer,3,Bachelor,73248,3,6,Yes,49,No,46,4,No,2022-01-25,No,Peshawar,Full-Time,5,0
768,46,Male,Sales,Sales Manager,20,Bachelor,226284,1,7,Yes,52,No,36,10,No,2013-06-01,No,Rawalpindi,Contract,9,2
769,60,Female,HR,Recruiter,26,Bachelor,196182,5,4,Yes,52,No,49,14,Yes,2026-03-11,No,Rawalpindi,Full-Time,10,15
770,46,Female,HR,Recruiter,22,Master,172389,5,5,Yes,38,No,62,13,Yes,2020-09-23,No,Faisalabad,Contract,10,6
771,36,Female,Finance,Financial Analyst,13,PhD,208240,2,4,Yes,54,No,39,12,No,2015-03-09,No,Peshawar,Full-Time,8,15
772,59,Female,Sales,Sales Manager,4,Master,85873,5,10,No,52,No,68,3,No,2013-12-20,No,Faisalabad,Contract,4,8
773,47,Female,Marketing,SEO Executive,2,PhD,43687,4,10,No,44,No,31,2,Yes,2019-11-10,No,Lahore,Contract,5,12
774,59,Male,Sales,Sales Manager,16,Master,229289,5,3,Yes,47,No,26,10,Yes,2019-11-17,Yes,Islamabad,Full-Time,10,3
775,24,Female,HR,Recruiter,3,Master,70592,3,10,No,43,Yes,33,4,No,2012-12-28,No,Faisalabad,Full-Time,8,0
776,24,Female,Marketing,Marketing Specialist,3,Master,90278,3,7,No,38,No,35,6,No,2026-06-24,No,Peshawar,Full-Time,10,0
777,22,Male,Sales,Sales Manager,0,Bachelor,63599,4,9,No,53,Yes,7,2,No,2025-04-15,No,Karachi,Contract,4,11
778,38,Male,IT,DevOps Engineer,14,PhD,206622,5,7,No,51,Yes,20,15,No,2018-07-08,No,Peshawar,Contract,4,15
779,29,Male,IT,Software Engineer,6,Master,103119,3,9,No,44,Yes,10,7,No,2013-05-10,No,Peshawar,Full-Time,6,12
780,49,Female,Finance,Financial Analyst,26,Master,155061,2,6,Yes,39,No,49,14,No,2024-01-29,No,Lahore,Contract,10,13
781,49,Male,HR,Recruiter,5,Bachelor,80871,2,9,No,55,No,8,4,No,2019-01-26,No,Karachi,Full-Time,9,8
782,46,Female,Finance,Financial Analyst,17,Master,198806,5,5,Yes,45,Yes,34,11,Yes,2022-05-06,No,Peshawar,Contract,7,7
783,30,Female,Sales,Sales Executive,5,PhD,73330,5,3,Yes,35,No,21,4,Yes,2019-03-25,No,Islamabad,Full-Time,4,5
784,31,Female,Sales,Sales Executive,7,Bachelor,135131,2,7,No,46,No,75,10,No,2015-09-12,No,Rawalpindi,Contract,8,10
785,32,Female,HR,Recruiter,2,PhD,53306,5,6,No,50,Yes,62,1,No,2024-02-12,No,Islamabad,Full-Time,6,2
786,25,Female,IT,DevOps Engineer,2,PhD,54687,3,4,Yes,50,No,32,2,No,2026-04-19,Yes,Karachi,Contract,6,11
787,29,Female,Sales,Sales Manager,1,Master,63013,4,7,No,43,Yes,9,3,No,2015-04-02,No,Faisalabad,Contract,5,10
788,36,Male,Marketing,Marketing Specialist,3,PhD,72724,2,7,Yes,55,No,9,3,No,2019-11-12,No,Lahore,Contract,5,15
789,57,Male,Marketing,Marketing Specialist,22,Bachelor,175729,3,8,No,52,Yes,45,8,No,2017-05-07,No,Rawalpindi,Contract,10,2
